How many players at the table?
GAME #7651 : Winner - [1]
GAME #7652 : Winner - [2]
GAME #7653 : Winner - [0]
GAME #7654 : Winner - [1]
GAME #7655 : Winner - [1]
GAME #7656 : Winner - [1]
GAME #7657 : Winner - [1]
GAME #7658 : Winner - [1]
GAME #7659 : Winner - [0]
GAME #7660 : Winner - [2]
GAME #7661 : Winner - [0]
GAME #7662 : Winner - [1]
GAME #7663 : Winner - [2]
GAME #7664 : Winner - [0]
GAME #7665 : Winner - [1]
GAME #7666 : Winner - [0]
GAME #7667 : Winner - [0]
GAME #7668 : Winner - [2]
GAME #7669 : Winner - [1]
GAME #7670 : Winner - [1]
GAME #7671 : Winner - [2]
GAME #7672 : Winner - [1]
GAME #7673 : Winner - [0]
GAME #7674 : Winner - [0]
GAME #7675 : Winner - [0]
GAME #7676 : Winner - [1]
GAME #7677 : Winner - [2]
GAME #7678 : Winner - [0]
GAME #7679 : Winner - [0]
GAME #7680 : Winner - [0]
GAME #7681 : Winner - [0]
GAME #7682 : Winner - [0]
GAME #7683 : Winner - [0]
GAME #7684 : Winner - [2]
GAME #7685 : Winner - [1]
GAME #7686 : Winner - [0]
GAME #7687 : Winner - [0]
GAME #7688 : Winner - [0]
GAME #7689 : Winner - [1]
GAME #7690 : Winner - [1]
GAME #7691 : Winner - [2]
GAME #7692 : Winner - [1]
GAME #7693 : Winner - [2]
GAME #7694 : Winner - [0]
GAME #7695 : Winner - [0]
GAME #7696 : Winner - [0]
GAME #7697 : Winner - [0]
GAME #7698 : Winner - [0]
GAME #7699 : Winner - [0]
GAME #7700 : Winner - [1]
GAME #7701 : Winner - [0]
GAME #7702 : Winner - [0]
GAME #7703 : Winner - [0]
GAME #7704 : Winner - [2]
GAME #7705 : Winner - [2]
GAME #7706 : Winner - [0]
GAME #7707 : Winner - [0]
GAME #7708 : Winner - [2]
GAME #7709 : Winner - [0]
GAME #7710 : Winner - [0]
GAME #7711 : Winner - [0]
GAME #7712 : Winner - [2]
GAME #7713 : Winner - [0]
GAME #7714 : Winner - [0]
GAME #7715 : Winner - [0]
GAME #7716 : Winner - [0]
GAME #7717 : Winner - [0]
GAME #7718 : Winner - [0]
GAME #7719 : Winner - [1]
GAME #7720 : Winner - [2]
GAME #7721 : Winner - [0]
GAME #7722 : Winner - [1]
GAME #7723 : Winner - [2]
GAME #7724 : Winner - [0]
GAME #7725 : Winner - [2]
GAME #7726 : Winner - [1]
GAME #7727 : Winner - [0]
GAME #7728 : Winner - [0]
GAME #7729 : Winner - [0]
GAME #7730 : Winner - [0]
GAME #7731 : Winner - [0]
GAME #7732 : Winner - [0]
GAME #7733 : Winner - [2]
GAME #7734 : Winner - [2]
GAME #7735 : Winner - [1]
GAME #7736 : Winner - [0]
GAME #7737 : Winner - [2]
GAME #7738 : Winner - [0]
GAME #7739 : Winner - [0]
GAME #7740 : Winner - [0]
GAME #7741 : Winner - [1]
GAME #7742 : Winner - [0]
GAME #7743 : Winner - [0]
GAME #7744 : Winner - [1]
GAME #7745 : Winner - [2]
GAME #7746 : Winner - [0]
GAME #7747 : Winner - [0]
GAME #7748 : Winner - [1]
GAME #7749 : Winner - [1]
GAME #7750 : Winner - [1]
GAME #7751 : Winner - [2]
GAME #7752 : Winner - [1]
GAME #7753 : Winner - [0]
GAME #7754 : Winner - [0]
GAME #7755 : Winner - [2]
GAME #7756 : Winner - [0]
GAME #7757 : Winner - [0]
GAME #7758 : Winner - [1]
GAME #7759 : Winner - [1]
GAME #7760 : Winner - [2]
GAME #7761 : Winner - [1]
GAME #7762 : Winner - [0]
GAME #7763 : Winner - [2]
GAME #7764 : Winner - [0]
GAME #7765 : Winner - [0]
GAME #7766 : Winner - [2]
GAME #7767 : Winner - [0]
GAME #7768 : Winner - [2]
GAME #7769 : Winner - [1]
GAME #7770 : Winner - [2]
GAME #7771 : Winner - [0]
GAME #7772 : Winner - [0]
GAME #7773 : Winner - [1]
GAME #7774 : Winner - [0]
GAME #7775 : Winner - [0]
GAME #7776 : Winner - [0]
GAME #7777 : Winner - [1]
GAME #7778 : Winner - [0]
GAME #7779 : Winner - [0]
GAME #7780 : Winner - [2]
GAME #7781 : Winner - [0]
GAME #7782 : Winner - [2]
GAME #7783 : Winner - [0]
GAME #7784 : Winner - [1]
GAME #7785 : Winner - [0, 1, 2]
GAME #7786 : Winner - [0]
GAME #7787 : Winner - [0]
GAME #7788 : Winner - [1]
GAME #7789 : Winner - [2]
GAME #7790 : Winner - [0]
GAME #7791 : Winner - [2]
GAME #7792 : Winner - [1]
GAME #7793 : Winner - [0]
GAME #7794 : Winner - [1]
GAME #7795 : Winner - [1]
GAME #7796 : Winner - [0]
GAME #7797 : Winner - [0]
GAME #7798 : Winner - [0]
GAME #7799 : Winner - [0]
GAME #7800 : Winner - [0]
GAME #7801 : Winner - [0]
GAME #7802 : Winner - [0]
GAME #7803 : Winner - [0]
GAME #7804 : Winner - [0]
GAME #7805 : Winner - [0]
GAME #7806 : Winner - [1]
GAME #7807 : Winner - [0]
GAME #7808 : Winner - [2]
GAME #7809 : Winner - [0]
GAME #7810 : Winner - [0]
GAME #7811 : Winner - [1]
GAME #7812 : Winner - [1]
GAME #7813 : Winner - [0]
GAME #7814 : Winner - [0]
GAME #7815 : Winner - [0]
GAME #7816 : Winner - [0]
GAME #7817 : Winner - [2]
GAME #7818 : Winner - [0]
GAME #7819 : Winner - [1]
GAME #7820 : Winner - [2]
GAME #7821 : Winner - [0]
GAME #7822 : Winner - [0]
GAME #7823 : Winner - [0]
GAME #7824 : Winner - [1]
GAME #7825 : Winner - [0]
GAME #7826 : Winner - [0]
GAME #7827 : Winner - [0]
GAME #7828 : Winner - [0]
GAME #7829 : Winner - [2]
GAME #7830 : Winner - [0]
GAME #7831 : Winner - [0]
GAME #7832 : Winner - [0]
GAME #7833 : Winner - [0]
GAME #7834 : Winner - [1]
GAME #7835 : Winner - [2]
GAME #7836 : Winner - [0]
GAME #7837 : Winner - [2]
GAME #7838 : Winner - [2]
GAME #7839 : Winner - [0]
GAME #7840 : Winner - [1]
GAME #7841 : Winner - [2]
GAME #7842 : Winner - [0]
GAME #7843 : Winner - [0]
GAME #7844 : Winner - [0]
GAME #7845 : Winner - [2]
GAME #7846 : Winner - [0]
GAME #7847 : Winner - [0]
GAME #7848 : Winner - [1]
GAME #7849 : Winner - [0]
GAME #7850 : Winner - [2]
GAME #7851 : Winner - [2]
GAME #7852 : Winner - [0]
GAME #7853 : Winner - [2]
GAME #7854 : Winner - [1]
GAME #7855 : Winner - [0]
GAME #7856 : Winner - [0]
GAME #7857 : Winner - [0]
GAME #7858 : Winner - [2]
GAME #7859 : Winner - [2]
GAME #7860 : Winner - [2]
GAME #7861 : Winner - [0]
GAME #7862 : Winner - [1]
GAME #7863 : Winner - [1]
GAME #7864 : Winner - [0]
GAME #7865 : Winner - [0]
GAME #7866 : Winner - [0]
GAME #7867 : Winner - [0]
GAME #7868 : Winner - [2]
GAME #7869 : Winner - [0]
GAME #7870 : Winner - [0]
GAME #7871 : Winner - [1]
GAME #7872 : Winner - [2]
GAME #7873 : Winner - [0]
GAME #7874 : Winner - [2]
GAME #7875 : Winner - [1]
GAME #7876 : Winner - [0]
GAME #7877 : Winner - [0]
GAME #7878 : Winner - [1]
GAME #7879 : Winner - [0]
GAME #7880 : Winner - [0]
GAME #7881 : Winner - [0]
GAME #7882 : Winner - [2]
GAME #7883 : Winner - [1]
GAME #7884 : Winner - [2]
GAME #7885 : Winner - [1]
GAME #7886 : Winner - [0]
GAME #7887 : Winner - [0]
GAME #7888 : Winner - [0]
GAME #7889 : Winner - [0]
GAME #7890 : Winner - [1]
GAME #7891 : Winner - [0]
GAME #7892 : Winner - [1]
GAME #7893 : Winner - [2]
GAME #7894 : Winner - [1]
GAME #7895 : Winner - [1]
GAME #7896 : Winner - [1]
GAME #7897 : Winner - [0]
GAME #7898 : Winner - [0]
GAME #7899 : Winner - [0]
GAME #7900 : Winner - [1]
GAME #7901 : Winner - [2]
GAME #7902 : Winner - [0]
GAME #7903 : Winner - [0]
GAME #7904 : Winner - [0]
GAME #7905 : Winner - [2]
GAME #7906 : Winner - [0]
GAME #7907 : Winner - [0]
GAME #7908 : Winner - [0]
GAME #7909 : Winner - [1]
GAME #7910 : Winner - [2]
GAME #7911 : Winner - [1]
GAME #7912 : Winner - [0]
GAME #7913 : Winner - [0]
GAME #7914 : Winner - [2]
GAME #7915 : Winner - [0]
GAME #7916 : Winner - [0]
GAME #7917 : Winner - [0]
GAME #7918 : Winner - [0]
GAME #7919 : Winner - [1]
GAME #7920 : Winner - [0]
GAME #7921 : Winner - [0]
GAME #7922 : Winner - [1]
GAME #7923 : Winner - [1]
GAME #7924 : Winner - [2]
GAME #7925 : Winner - [1]
GAME #7926 : Winner - [1]
GAME #7927 : Winner - [1]
GAME #7928 : Winner - [2]
GAME #7929 : Winner - [1]
GAME #7930 : Winner - [2]
GAME #7931 : Winner - [0]
GAME #7932 : Winner - [0]
GAME #7933 : Winner - [0]
GAME #7934 : Winner - [2]
GAME #7935 : Winner - [0]
GAME #7936 : Winner - [0]
GAME #7937 : Winner - [1]
GAME #7938 : Winner - [0]
GAME #7939 : Winner - [1]
GAME #7940 : Winner - [0]
GAME #7941 : Winner - [0]
GAME #7942 : Winner - [2]
GAME #7943 : Winner - [0]
GAME #7944 : Winner - [1]
GAME #7945 : Winner - [0]
GAME #7946 : Winner - [0]
GAME #7947 : Winner - [1]
GAME #7948 : Winner - [0]
GAME #7949 : Winner - [1]
GAME #7950 : Winner - [0]
GAME #7951 : Winner - [0]
GAME #7952 : Winner - [0]
GAME #7953 : Winner - [0]
GAME #7954 : Winner - [1]
GAME #7955 : Winner - [1]
GAME #7956 : Winner - [0]
GAME #7957 : Winner - [0]
GAME #7958 : Winner - [0]
GAME #7959 : Winner - [2]
GAME #7960 : Winner - [2]
GAME #7961 : Winner - [1]
GAME #7962 : Winner - [1]
GAME #7963 : Winner - [2]
GAME #7964 : Winner - [0]
GAME #7965 : Winner - [1]
GAME #7966 : Winner - [0]
GAME #7967 : Winner - [0]
GAME #7968 : Winner - [0]
GAME #7969 : Winner - [2]
GAME #7970 : Winner - [0]
GAME #7971 : Winner - [0]
GAME #7972 : Winner - [0]
GAME #7973 : Winner - [2]
GAME #7974 : Winner - [2]
GAME #7975 : Winner - [1]
GAME #7976 : Winner - [2]
GAME #7977 : Winner - [0]
GAME #7978 : Winner - [1]
GAME #7979 : Winner - [0]
GAME #7980 : Winner - [0]
GAME #7981 : Winner - [1]
GAME #7982 : Winner - [1]
GAME #7983 : Winner - [1]
GAME #7984 : Winner - [2]
GAME #7985 : Winner - [2]
GAME #7986 : Winner - [0]
GAME #7987 : Winner - [2]
GAME #7988 : Winner - [0]
GAME #7989 : Winner - [0]
GAME #7990 : Winner - [2]
GAME #7991 : Winner - [0]
GAME #7992 : Winner - [0]
GAME #7993 : Winner - [0]
GAME #7994 : Winner - [0]
GAME #7995 : Winner - [0]
GAME #7996 : Winner - [2]
GAME #7997 : Winner - [0]
GAME #7998 : Winner - [0]
GAME #7999 : Winner - [2]
GAME #8000 : Winner - [0]
GAME #8001 : Winner - [1]
GAME #8002 : Winner - [1]
GAME #8003 : Winner - [0]
GAME #8004 : Winner - [2]
GAME #8005 : Winner - [2]
GAME #8006 : Winner - [2]
GAME #8007 : Winner - [0]
GAME #8008 : Winner - [1]
GAME #8009 : Winner - [0]
GAME #8010 : Winner - [0]
GAME #8011 : Winner - [0]
GAME #8012 : Winner - [2]
GAME #8013 : Winner - [2]
GAME #8014 : Winner - [1]
GAME #8015 : Winner - [2]
GAME #8016 : Winner - [1]
GAME #8017 : Winner - [1]
GAME #8018 : Winner - [0]
GAME #8019 : Winner - [0]
GAME #8020 : Winner - [1]
GAME #8021 : Winner - [1]
GAME #8022 : Winner - [0]
GAME #8023 : Winner - [0]
GAME #8024 : Winner - [0]
GAME #8025 : Winner - [2]
GAME #8026 : Winner - [1]
GAME #8027 : Winner - [1]
GAME #8028 : Winner - [2]
GAME #8029 : Winner - [2]
GAME #8030 : Winner - [2]
GAME #8031 : Winner - [0]
GAME #8032 : Winner - [0]
GAME #8033 : Winner - [0]
GAME #8034 : Winner - [0]
GAME #8035 : Winner - [1]
GAME #8036 : Winner - [0]
GAME #8037 : Winner - [0]
GAME #8038 : Winner - [1]
GAME #8039 : Winner - [0]
GAME #8040 : Winner - [0]
GAME #8041 : Winner - [2]
GAME #8042 : Winner - [1]
GAME #8043 : Winner - [2]
GAME #8044 : Winner - [0]
GAME #8045 : Winner - [2]
GAME #8046 : Winner - [2]
GAME #8047 : Winner - [1]
GAME #8048 : Winner - [2]
GAME #8049 : Winner - [2]
GAME #8050 : Winner - [1]
GAME #8051 : Winner - [1]
GAME #8052 : Winner - [0]
GAME #8053 : Winner - [0]
GAME #8054 : Winner - [0]
GAME #8055 : Winner - [0]
GAME #8056 : Winner - [0]
GAME #8057 : Winner - [0]
GAME #8058 : Winner - [1]
GAME #8059 : Winner - [0]
GAME #8060 : Winner - [1]
GAME #8061 : Winner - [0]
GAME #8062 : Winner - [0]
GAME #8063 : Winner - [0]
GAME #8064 : Winner - [1]
GAME #8065 : Winner - [0]
GAME #8066 : Winner - [1]
GAME #8067 : Winner - [0]
GAME #8068 : Winner - [0]
GAME #8069 : Winner - [2]
GAME #8070 : Winner - [1]
GAME #8071 : Winner - [2]
GAME #8072 : Winner - [2]
GAME #8073 : Winner - [0]
GAME #8074 : Winner - [0]
GAME #8075 : Winner - [2]
GAME #8076 : Winner - [2]
GAME #8077 : Winner - [1]
GAME #8078 : Winner - [0]
GAME #8079 : Winner - [0]
GAME #8080 : Winner - [0]
GAME #8081 : Winner - [2]
GAME #8082 : Winner - [1]
GAME #8083 : Winner - [0]
GAME #8084 : Winner - [1]
GAME #8085 : Winner - [1]
GAME #8086 : Winner - [1]
GAME #8087 : Winner - [0]
GAME #8088 : Winner - [0]
GAME #8089 : Winner - [2]
GAME #8090 : Winner - [0]
GAME #8091 : Winner - [2]
GAME #8092 : Winner - [0]
GAME #8093 : Winner - [0]
GAME #8094 : Winner - [1]
GAME #8095 : Winner - [1]
GAME #8096 : Winner - [1]
GAME #8097 : Winner - [0]
GAME #8098 : Winner - [0]
GAME #8099 : Winner - [2]
GAME #8100 : Winner - [0]
GAME #8101 : Winner - [0]
GAME #8102 : Winner - [1]
GAME #8103 : Winner - [1]
GAME #8104 : Winner - [1]
GAME #8105 : Winner - [2]
GAME #8106 : Winner - [1]
GAME #8107 : Winner - [2]
GAME #8108 : Winner - [1]
GAME #8109 : Winner - [0]
GAME #8110 : Winner - [0]
GAME #8111 : Winner - [1]
GAME #8112 : Winner - [0]
GAME #8113 : Winner - [1]
GAME #8114 : Winner - [2]
GAME #8115 : Winner - [2]
GAME #8116 : Winner - [0]
GAME #8117 : Winner - [0]
GAME #8118 : Winner - [0]
GAME #8119 : Winner - [0]
GAME #8120 : Winner - [2]
GAME #8121 : Winner - [0]
GAME #8122 : Winner - [1]
GAME #8123 : Winner - [2]
GAME #8124 : Winner - [1]
GAME #8125 : Winner - [0]
GAME #8126 : Winner - [0]
GAME #8127 : Winner - [0]
GAME #8128 : Winner - [2]
GAME #8129 : Winner - [0]
GAME #8130 : Winner - [1]
GAME #8131 : Winner - [1]
GAME #8132 : Winner - [1]
GAME #8133 : Winner - [1]
GAME #8134 : Winner - [1]
GAME #8135 : Winner - [0]
GAME #8136 : Winner - [1]
GAME #8137 : Winner - [0]
GAME #8138 : Winner - [0]
GAME #8139 : Winner - [0]
GAME #8140 : Winner - [1]
GAME #8141 : Winner - [0]
GAME #8142 : Winner - [1]
GAME #8143 : Winner - [1]
GAME #8144 : Winner - [0]
GAME #8145 : Winner - [2]
GAME #8146 : Winner - [0]
GAME #8147 : Winner - [0]
GAME #8148 : Winner - [2]
GAME #8149 : Winner - [1]
GAME #8150 : Winner - [2]
GAME #8151 : Winner - [1]
GAME #8152 : Winner - [2]
GAME #8153 : Winner - [2]
GAME #8154 : Winner - [1]
GAME #8155 : Winner - [0]
GAME #8156 : Winner - [0]
GAME #8157 : Winner - [1]
GAME #8158 : Winner - [0]
GAME #8159 : Winner - [0]
GAME #8160 : Winner - [1]
GAME #8161 : Winner - [0]
GAME #8162 : Winner - [0]
GAME #8163 : Winner - [2]
GAME #8164 : Winner - [2]
GAME #8165 : Winner - [1]
GAME #8166 : Winner - [0]
GAME #8167 : Winner - [1]
GAME #8168 : Winner - [1]
GAME #8169 : Winner - [0]
GAME #8170 : Winner - [2]
GAME #8171 : Winner - [1]
GAME #8172 : Winner - [1]
GAME #8173 : Winner - [1]
GAME #8174 : Winner - [1]
GAME #8175 : Winner - [1]
GAME #8176 : Winner - [1]
GAME #8177 : Winner - [0]
GAME #8178 : Winner - [2]
GAME #8179 : Winner - [0]
GAME #8180 : Winner - [0]
GAME #8181 : Winner - [0]
GAME #8182 : Winner - [0]
GAME #8183 : Winner - [2]
GAME #8184 : Winner - [1]
GAME #8185 : Winner - [1]
GAME #8186 : Winner - [1]
GAME #8187 : Winner - [0]
GAME #8188 : Winner - [0]
GAME #8189 : Winner - [0]
GAME #8190 : Winner - [2]
GAME #8191 : Winner - [2]
GAME #8192 : Winner - [2]
GAME #8193 : Winner - [0]
GAME #8194 : Winner - [1]
GAME #8195 : Winner - [2]
GAME #8196 : Winner - [2]
GAME #8197 : Winner - [0]
GAME #8198 : Winner - [2]
GAME #8199 : Winner - [0]
GAME #8200 : Winner - [0]
GAME #8201 : Winner - [1]
GAME #8202 : Winner - [0, 1, 2]
GAME #8203 : Winner - [0]
GAME #8204 : Winner - [2]
GAME #8205 : Winner - [0]
GAME #8206 : Winner - [1]
GAME #8207 : Winner - [0]
GAME #8208 : Winner - [0]
GAME #8209 : Winner - [0]
GAME #8210 : Winner - [0]
GAME #8211 : Winner - [2]
GAME #8212 : Winner - [0]
GAME #8213 : Winner - [0]
GAME #8214 : Winner - [1]
GAME #8215 : Winner - [0]
GAME #8216 : Winner - [0]
GAME #8217 : Winner - [0]
GAME #8218 : Winner - [1]
GAME #8219 : Winner - [1]
GAME #8220 : Winner - [0]
GAME #8221 : Winner - [0]
GAME #8222 : Winner - [2]
GAME #8223 : Winner - [1]
GAME #8224 : Winner - [0]
GAME #8225 : Winner - [1]
GAME #8226 : Winner - [0]
GAME #8227 : Winner - [0]
GAME #8228 : Winner - [0]
GAME #8229 : Winner - [0]
GAME #8230 : Winner - [0]
GAME #8231 : Winner - [2]
GAME #8232 : Winner - [0]
GAME #8233 : Winner - [2]
GAME #8234 : Winner - [0]
GAME #8235 : Winner - [2]
GAME #8236 : Winner - [0]
GAME #8237 : Winner - [1]
GAME #8238 : Winner - [0]
GAME #8239 : Winner - [0]
GAME #8240 : Winner - [1]
GAME #8241 : Winner - [0]
GAME #8242 : Winner - [2]
GAME #8243 : Winner - [1]
GAME #8244 : Winner - [2]
GAME #8245 : Winner - [0]
GAME #8246 : Winner - [1]
GAME #8247 : Winner - [1]
GAME #8248 : Winner - [0]
GAME #8249 : Winner - [0]
GAME #8250 : Winner - [1]
GAME #8251 : Winner - [0]
GAME #8252 : Winner - [2]
GAME #8253 : Winner - [1]
GAME #8254 : Winner - [0]
GAME #8255 : Winner - [1]
GAME #8256 : Winner - [1]
GAME #8257 : Winner - [2]
GAME #8258 : Winner - [0]
GAME #8259 : Winner - [0]
GAME #8260 : Winner - [1]
GAME #8261 : Winner - [1]
GAME #8262 : Winner - [1]
GAME #8263 : Winner - [0]
GAME #8264 : Winner - [1]
GAME #8265 : Winner - [1]
GAME #8266 : Winner - [2]
GAME #8267 : Winner - [2]
GAME #8268 : Winner - [0]
GAME #8269 : Winner - [0]
GAME #8270 : Winner - [0]
GAME #8271 : Winner - [1]
GAME #8272 : Winner - [0]
GAME #8273 : Winner - [0]
GAME #8274 : Winner - [2]
GAME #8275 : Winner - [2]
GAME #8276 : Winner - [0]
GAME #8277 : Winner - [0]
GAME #8278 : Winner - [0]
GAME #8279 : Winner - [0]
GAME #8280 : Winner - [0]
GAME #8281 : Winner - [0]
GAME #8282 : Winner - [2]
GAME #8283 : Winner - [0]
GAME #8284 : Winner - [0]
GAME #8285 : Winner - [1]
GAME #8286 : Winner - [0]
GAME #8287 : Winner - [1]
GAME #8288 : Winner - [2]
GAME #8289 : Winner - [0]
GAME #8290 : Winner - [2]
GAME #8291 : Winner - [2]
GAME #8292 : Winner - [0]
GAME #8293 : Winner - [0]
GAME #8294 : Winner - [2]
GAME #8295 : Winner - [0]
GAME #8296 : Winner - [1]
GAME #8297 : Winner - [1]
GAME #8298 : Winner - [2]
GAME #8299 : Winner - [0]
GAME #8300 : Winner - [2]
GAME #8301 : Winner - [0]
GAME #8302 : Winner - [1]
GAME #8303 : Winner - [2]
GAME #8304 : Winner - [0]
GAME #8305 : Winner - [0]
GAME #8306 : Winner - [2]
GAME #8307 : Winner - [0]
GAME #8308 : Winner - [2]
GAME #8309 : Winner - [0]
GAME #8310 : Winner - [1]
GAME #8311 : Winner - [2]
GAME #8312 : Winner - [0]
GAME #8313 : Winner - [0]
GAME #8314 : Winner - [1]
GAME #8315 : Winner - [0]
GAME #8316 : Winner - [1]
GAME #8317 : Winner - [1]
GAME #8318 : Winner - [2]
GAME #8319 : Winner - [1]
GAME #8320 : Winner - [0]
GAME #8321 : Winner - [0]
GAME #8322 : Winner - [0]
GAME #8323 : Winner - [2]
GAME #8324 : Winner - [0]
GAME #8325 : Winner - [1]
GAME #8326 : Winner - [2]
GAME #8327 : Winner - [1]
GAME #8328 : Winner - [2]
GAME #8329 : Winner - [1]
GAME #8330 : Winner - [0]
GAME #8331 : Winner - [1]
GAME #8332 : Winner - [2]
GAME #8333 : Winner - [1]
GAME #8334 : Winner - [2]
GAME #8335 : Winner - [0]
GAME #8336 : Winner - [2]
GAME #8337 : Winner - [1]
GAME #8338 : Winner - [0]
GAME #8339 : Winner - [0]
GAME #8340 : Winner - [2]
GAME #8341 : Winner - [0]
GAME #8342 : Winner - [1]
GAME #8343 : Winner - [0]
GAME #8344 : Winner - [1]
GAME #8345 : Winner - [0]
GAME #8346 : Winner - [1]
GAME #8347 : Winner - [0]
GAME #8348 : Winner - [1]
GAME #8349 : Winner - [0]
GAME #8350 : Winner - [1]
GAME #8351 : Winner - [0]
GAME #8352 : Winner - [0]
GAME #8353 : Winner - [0]
GAME #8354 : Winner - [0]
GAME #8355 : Winner - [2]
GAME #8356 : Winner - [0]
GAME #8357 : Winner - [0]
GAME #8358 : Winner - [2]
GAME #8359 : Winner - [2]
GAME #8360 : Winner - [2]
GAME #8361 : Winner - [0]
GAME #8362 : Winner - [0]
GAME #8363 : Winner - [0]
GAME #8364 : Winner - [0]
GAME #8365 : Winner - [2]
GAME #8366 : Winner - [1]
GAME #8367 : Winner - [1]
GAME #8368 : Winner - [2]
GAME #8369 : Winner - [1]
GAME #8370 : Winner - [0]
GAME #8371 : Winner - [1]
GAME #8372 : Winner - [2]
GAME #8373 : Winner - [0]
GAME #8374 : Winner - [0]
GAME #8375 : Winner - [1]
GAME #8376 : Winner - [1]
GAME #8377 : Winner - [2]
GAME #8378 : Winner - [1]
GAME #8379 : Winner - [0]
GAME #8380 : Winner - [0]
GAME #8381 : Winner - [0]
GAME #8382 : Winner - [1]
GAME #8383 : Winner - [0]
GAME #8384 : Winner - [0]
GAME #8385 : Winner - [0]
GAME #8386 : Winner - [1]
GAME #8387 : Winner - [1]
GAME #8388 : Winner - [1]
GAME #8389 : Winner - [0]
GAME #8390 : Winner - [1]
GAME #8391 : Winner - [0]
GAME #8392 : Winner - [1]
GAME #8393 : Winner - [0]
GAME #8394 : Winner - [0]
GAME #8395 : Winner - [0]
GAME #8396 : Winner - [1]
GAME #8397 : Winner - [2]
GAME #8398 : Winner - [0]
GAME #8399 : Winner - [0]
GAME #8400 : Winner - [2]
GAME #8401 : Winner - [2]
GAME #8402 : Winner - [1]
GAME #8403 : Winner - [0]
GAME #8404 : Winner - [2]
GAME #8405 : Winner - [0]
GAME #8406 : Winner - [2]
GAME #8407 : Winner - [0]
GAME #8408 : Winner - [0]
GAME #8409 : Winner - [2]
GAME #8410 : Winner - [0]
GAME #8411 : Winner - [0]
GAME #8412 : Winner - [0]
GAME #8413 : Winner - [0]
GAME #8414 : Winner - [0]
GAME #8415 : Winner - [1]
GAME #8416 : Winner - [0]
GAME #8417 : Winner - [1]
GAME #8418 : Winner - [0]
GAME #8419 : Winner - [2]
GAME #8420 : Winner - [0]
GAME #8421 : Winner - [0]
GAME #8422 : Winner - [0]
GAME #8423 : Winner - [1]
GAME #8424 : Winner - [0]
GAME #8425 : Winner - [2]
GAME #8426 : Winner - [1]
GAME #8427 : Winner - [2]
GAME #8428 : Winner - [0]
GAME #8429 : Winner - [2]
GAME #8430 : Winner - [2]
GAME #8431 : Winner - [0]
GAME #8432 : Winner - [0]
GAME #8433 : Winner - [0]
GAME #8434 : Winner - [0]
GAME #8435 : Winner - [0]
GAME #8436 : Winner - [0]
GAME #8437 : Winner - [1]
GAME #8438 : Winner - [0]
GAME #8439 : Winner - [0]
GAME #8440 : Winner - [1]
GAME #8441 : Winner - [1]
GAME #8442 : Winner - [1]
GAME #8443 : Winner - [0]
GAME #8444 : Winner - [1]
GAME #8445 : Winner - [0]
GAME #8446 : Winner - [1]
GAME #8447 : Winner - [0]
GAME #8448 : Winner - [0]
GAME #8449 : Winner - [0]
GAME #8450 : Winner - [0]
GAME #8451 : Winner - [0]
GAME #8452 : Winner - [2]
GAME #8453 : Winner - [1]
GAME #8454 : Winner - [0]
GAME #8455 : Winner - [0]
GAME #8456 : Winner - [2]
GAME #8457 : Winner - [2]
GAME #8458 : Winner - [0]
GAME #8459 : Winner - [0]
GAME #8460 : Winner - [0]
GAME #8461 : Winner - [1]
GAME #8462 : Winner - [0]
GAME #8463 : Winner - [1]
GAME #8464 : Winner - [2]
GAME #8465 : Winner - [0]
GAME #8466 : Winner - [2]
GAME #8467 : Winner - [0]
GAME #8468 : Winner - [2]
GAME #8469 : Winner - [0]
GAME #8470 : Winner - [0]
GAME #8471 : Winner - [1]
GAME #8472 : Winner - [0]
GAME #8473 : Winner - [2]
GAME #8474 : Winner - [0]
GAME #8475 : Winner - [0]
GAME #8476 : Winner - [0]
GAME #8477 : Winner - [0]
GAME #8478 : Winner - [2]
GAME #8479 : Winner - [0]
GAME #8480 : Winner - [1]
GAME #8481 : Winner - [0]
GAME #8482 : Winner - [2]
GAME #8483 : Winner - [1]
GAME #8484 : Winner - [0]
GAME #8485 : Winner - [0]
GAME #8486 : Winner - [0]
GAME #8487 : Winner - [0]
GAME #8488 : Winner - [1]
GAME #8489 : Winner - [2]
GAME #8490 : Winner - [1]
GAME #8491 : Winner - [0]
GAME #8492 : Winner - [0]
GAME #8493 : Winner - [0]
GAME #8494 : Winner - [1]
GAME #8495 : Winner - [1]
GAME #8496 : Winner - [2]
GAME #8497 : Winner - [0]
GAME #8498 : Winner - [0]
GAME #8499 : Winner - [1]
GAME #8500 : Winner - [0]
GAME #8501 : Winner - [1]
GAME #8502 : Winner - [2]
GAME #8503 : Winner - [0]
GAME #8504 : Winner - [1]
GAME #8505 : Winner - [2]
GAME #8506 : Winner - [0]
GAME #8507 : Winner - [0]
GAME #8508 : Winner - [1]
GAME #8509 : Winner - [0]
GAME #8510 : Winner - [1]
GAME #8511 : Winner - [2]
GAME #8512 : Winner - [0]
GAME #8513 : Winner - [0]
GAME #8514 : Winner - [0]
GAME #8515 : Winner - [0]
GAME #8516 : Winner - [2]
GAME #8517 : Winner - [1]
GAME #8518 : Winner - [0]
GAME #8519 : Winner - [2]
GAME #8520 : Winner - [0]
GAME #8521 : Winner - [0]
GAME #8522 : Winner - [0]
GAME #8523 : Winner - [1]
